Ingredient,Substitute,Context,Equivalent
all-purpose flour,1 cup kamut flour,"The category is: Wheat Flours. Bleached and unbleached versions of all-purpose flour can be used interchangeably, though bleached flour is whiter and has less vitamin E than unbleached. For general baking: This is tolerated by most people with wheat allergies, and it works well in pasta and bread recipes.  It works best if combined with other flours.",1 cup all-purpose flour
all-purpose flour,1 cup matzo meal,"The category is: Wheat Flours. Bleached and unbleached versions of all-purpose flour can be used interchangeably, though bleached flour is whiter and has less vitamin E than unbleached. For general baking: A traditional substitution for Jews during Passover.",1 cup all-purpose flour
all-purpose flour,1 cup potato starch,"The category is: Wheat Flours. Bleached and unbleached versions of all-purpose flour can be used interchangeably, though bleached flour is whiter and has less vitamin E than unbleached. For general baking: Another good substitution for Jews during Passover.",1 cup all-purpose flour
all-purpose flour,1 cup bread flour,"The category is: Wheat Flours. Bleached and unbleached versions of all-purpose flour can be used interchangeably, though bleached flour is whiter and has less vitamin E than unbleached. For yeast breads: This makes for a larger loaf, but it's harder to knead.",1 cup all-purpose flour
all-purpose flour,1 cup whole wheat flour,"The category is: Wheat Flours. Bleached and unbleached versions of all-purpose flour can be used interchangeably, though bleached flour is whiter and has less vitamin E than unbleached. For yeast breads: Replace up to half of the white flour in the recipe with this.  If the whole wheat flour is coarsely ground, substitute 1 1/8 cup whole wheat flour for 1 cup all-purpose flour.",1 cup all-purpose flour
all-purpose flour,1 cup rye flour light,"The category is: Wheat Flours. Bleached and unbleached versions of all-purpose flour can be used interchangeably, though bleached flour is whiter and has less vitamin E than unbleached. For yeast breads: Replace up to 40% of the wheat flour in a bread recipe with this and knead gently.  Try increasing the yeast so that the bread rises more.  Rye flour imparts an interesting, slightly sour flavor to breads.  Contains some gluten.",1 cup all-purpose flour
all-purpose flour,1 cup rye flour medium,"The category is: Wheat Flours. Bleached and unbleached versions of all-purpose flour can be used interchangeably, though bleached flour is whiter and has less vitamin E than unbleached. For yeast breads: Replace up to one-third of the wheat flour in a bread recipe with this and knead gently.  Try increasing the yeast so that the bread rises more.  Rye flour imparts an interesting, slightly sour flavor to breads.  Contains some gluten.",1 cup all-purpose flour
all-purpose flour,1 cup rye flour dark,"The category is: Wheat Flours. Bleached and unbleached versions of all-purpose flour can be used interchangeably, though bleached flour is whiter and has less vitamin E than unbleached. For yeast breads: Replace up to one-fourth of the wheat flour in a bread recipe with this and knead gently.  Try increasing the yeast so that the bread rises more.  Rye flour imparts an interesting, slightly sour flavor to breads.  Contains some gluten.",1 cup all-purpose flour
all-purpose flour,1 cup triticale flour,"The category is: Wheat Flours. Bleached and unbleached versions of all-purpose flour can be used interchangeably, though bleached flour is whiter and has less vitamin E than unbleached. For yeast breads: Replace up to half of the wheat flour in a bread recipe with this, knead gently, and let rise only once.",1 cup all-purpose flour
all-purpose flour,1 cup barley flour,"The category is: Wheat Flours. Bleached and unbleached versions of all-purpose flour can be used interchangeably, though bleached flour is whiter and has less vitamin E than unbleached. For yeast breads: This has a mild flavor.  Replace up to 1/6 of the wheat flour in a bread recipe with this.  Contains some gluten.",1 cup all-purpose flour
all-purpose flour,1 cup rice flour brown,"The category is: Wheat Flours. Bleached and unbleached versions of all-purpose flour can be used interchangeably, though bleached flour is whiter and has less vitamin E than unbleached. For yeast breads: Replace up to 1/5 of the wheat flour in a bread recipe with this, and try increasing the yeast so that the bread rises more.  This is a good substitute for those with wheat allergies.",1 cup all-purpose flour
all-purpose flour,1 cup buckwheat flour,"The category is: Wheat Flours. Bleached and unbleached versions of all-purpose flour can be used interchangeably, though bleached flour is whiter and has less vitamin E than unbleached. For yeast breads: This has a more pronounced flavor than wheat bread.  Replace up to 1/5 of the wheat flour in a bread recipe with this.  Contains some gluten.",1 cup all-purpose flour
all-purpose flour,1 cup corn flour,"The category is: Wheat Flours. Bleached and unbleached versions of all-purpose flour can be used interchangeably, though bleached flour is whiter and has less vitamin E than unbleached. For yeast breads: Replace up to 1/5 of the wheat flour in a bread recipe with this, and try increasing the yeast so that the bread rises more.",1 cup all-purpose flour
all-purpose flour,1 cup millet flour,"The category is: Wheat Flours. Bleached and unbleached versions of all-purpose flour can be used interchangeably, though bleached flour is whiter and has less vitamin E than unbleached. For yeast breads: This has a more pronounced flavor than wheat flour, and tends to make breads coarse and dry.  Replace up to 1/5 of the wheat flour in a bread recipe with this.",1 cup all-purpose flour
all-purpose flour,1 cup oat flour,"The category is: Wheat Flours. Bleached and unbleached versions of all-purpose flour can be used interchangeably, though bleached flour is whiter and has less vitamin E than unbleached. For yeast breads: Replace up to 1/4 of the wheat flour in a bread recipe with this, and try increasing the yeast so that the bread rises more.",1 cup all-purpose flour
all-purpose flour,0.88 cups potato flour,"The category is: Wheat Flours. Bleached and unbleached versions of all-purpose flour can be used interchangeably, though bleached flour is whiter and has less vitamin E than unbleached. For yeast breads: Replace up to 1/6 of the wheat flour in a bread recipe with this.  Substitute 5/8 cup potato flour for each cup of all-purpose flour.",1 cup all-purpose flour
all-purpose flour,1 cup soy flour,"The category is: Wheat Flours. Bleached and unbleached versions of all-purpose flour can be used interchangeably, though bleached flour is whiter and has less vitamin E than unbleached. For yeast breads: This is high in protein, but has a very strong flavor.  Replace up to 1/8 of the wheat flour in a bread recipe with this, increase the liquid in recipe, and reduce oven temperature by 25 degrees.  Also consider increasing the yeast so that the bread rises more.",1 cup all-purpose flour
all-purpose flour,1 cup soya flour,"The category is: Wheat Flours. Bleached and unbleached versions of all-purpose flour can be used interchangeably, though bleached flour is whiter and has less vitamin E than unbleached. For yeast breads: Replace up to 1/5 of the wheat flour in a bread recipe with this.",1 cup all-purpose flour
all-purpose flour,1 cup quinoa flour,"The category is: Wheat Flours. Bleached and unbleached versions of all-purpose flour can be used interchangeably, though bleached flour is whiter and has less vitamin E than unbleached. For yeast breads: This is higher in fat, so it tends to make bread moister.  Replace up to 1/4 of the wheat flour in a bread recipe with this.",1 cup all-purpose flour
